NOTATION,INSPECTION AREA,STREET_NO,STREET_NAME,DATA_STATUS,COMP_TYPE,STREET_DIRECTION,ADDRESS,SUB_TYPE,APPROVED,X_COORD,Y_COORD,PARCEL,NUMBER_KEY,COMMUNITY_CODE,COMMUNITY,ESRI_OID,
KEEP THE BUILDING VACANT,1040,1886,FAIRMOUNT AV,ORDERS  ,CBHCODE ,  ,1886 FAIRMOUNT AV,VACANT  ,N,1384630,418420,020600050248      ,B201903377,3,N FAIRMONT-ENGLISH WOODS,594,
KEEP THE BUILDING VACANT,1070,1907,FAIRMOUNT AV,CIVIL2  ,CBHCODE ,  ,1907 FAIRMOUNT AV,VACANT  ,N,1384480,418314,020300280065      ,B201303427,44,S FAIRMOUNT,595,
KEEP THE BUILDING VACANT,1070,1937,FAIRMOUNT AV,ORDERS  ,CBHCODE ,  ,1937 FAIRMOUNT AV,VACANT  ,N,1384103,418333,020300280050      ,B201902709,44,S FAIRMOUNT,596,
KEEP THE BUILDING VACANT,1070,1953,FAIRMOUNT AV,CIVIL2  ,CBHCODE ,  ,1953 FAIRMOUNT AV,VACANT  ,N,1383936,418349,020300280259      ,B201305780,44,S FAIRMOUNT,597,
CONDEMNATION,1370,4256,FEHR RD,ORDERS  ,CBHCODE ,  ,4256 FEHR RD,VACANT  ,N,1375018,407488,017900800187      ,B201907799,46,WEST PRICE HILL,598,
CONDEMNATION,0790,1132,FENMORE DR,HAZARD  ,CBHCODE ,  ,1132 FENMORE DR,VACANT  ,N,1407834,436021,011700040161      ,B201705232,19,BOND HILL,599,
CONDEMNATION,1180,2625,FENTON AV,HAZARD  ,CBHCODE ,  ,2625 FENTON AV,VACANT  ,N,1379117,420338,020700530041      ,B201206445,45,WESTWOOD,600,
CONDEMNATION,1270,2201,FERGUSON RD,FINLNOTC,CBHCODEC,  ,2201 FERGUSON RD,VACANT  ,N,1372409,417052,018300010020      ,BC20170505,46,WEST PRICE HILL,601,
CONDEMNATION,1180,2500,FERGUSON RD,CIVIL2  ,CBHCODEC,  ,2500 FERGUSON RD,VACANT  ,N,1372846,419483,024800010028      ,BC20160573,45,WESTWOOD,602,
KEEP THE BUILDING VACANT,0740,27,FERNDALE AV,ORDERS  ,CBHCODE ,  ,27 FERNDALE AV,VACANT  ,N,1409594,448077,024500060123      ,B201806043,21,HARTWELL,603,
HISTORIC -DANGEROUS & UNSAFE,0180,20,FINDLAY ST,CIVIL2  ,CBHCODE ,  ,20 FINDLAY ST,VACANT  ,N,1396051,413167,009600060120      ,B201205726,28,OVER-THE-RHINE,604,
HISTORIC -DANGEROUS & UNSAFE,0180,22,FINDLAY ST,CIVIL2  ,CBHCODE ,  ,22 FINDLAY ST,VACANT  ,N,1396025,413160,009600060119      ,B201205727,28,OVER-THE-RHINE,605,
KEEP THE BUILDING VACANT,0180,24,FINDLAY ST,PREPROS ,CBHCODE ,  ,24 FINDLAY ST,VACANT  ,N,1395989,413182,009600060118      ,B201401810,28,OVER-THE-RHINE,606,
KEEP THE BUILDING VACANT,0180,100,FINDLAY ST,CIVIL2  ,CBHCODE ,  ,100 FINDLAY ST,VACANT  ,N,1395782,413147,009600060091      ,B201507086,28,OVER-THE-RHINE,607,
HISTORIC -DANGEROUS & UNSAFE,0180,102,FINDLAY ST,ORDERS  ,CBHCODE ,  ,102 FINDLAY ST,VACANT  ,N,1395764,413143,009600060090      ,B201610727,28,OVER-THE-RHINE,608,
HISTORIC -DANGEROUS & UNSAFE,0180,118,FINDLAY ST,CIVIL2  ,CBHCODE ,  ,118 FINDLAY ST,VACANT  ,N,1395570,413109,009600060055      ,B201205729,28,OVER-THE-RHINE,609,
HISTORIC -DANGEROUS & UNSAFE,0180,130,FINDLAY ST,ORDERS  ,CBHCODE ,  ,130 FINDLAY ST,VACANT  ,N,1395453,413058,009600060049      ,B201702688,28,OVER-THE-RHINE,610,
KEEP THE BUILDING VACANT,0180,210,FINDLAY ST,CRIMINAL,CBHCODE ,  ,210 FINDLAY ST,VACANT  ,N,1395215,413027,009600050247      ,B200801147,28,OVER-THE-RHINE,611,
CONDEMNATION,0170,417,FINDLAY ST,CIVIL2  ,CBHCODEC,  ,417 FINDLAY ST,VACANT  ,N,1394190,412791,013300060193      ,BC20180798,15,WEST END,612,
CONDEMNATION,0170,417,FINDLAY ST,HAZARD  ,CBHCODE ,  ,417 FINDLAY ST,VACANT  ,N,1394190,412791,013300060193      ,B200701855,15,WEST END,613,
KEEP THE BUILDING VACANT,0170,536,FINDLAY ST,VSUSPEND,CBHCODE ,  ,536 FINDLAY ST,VACANT  ,N,1393584,412988,013200030020      ,B201805903,15,WEST END,614,
KEEP THE BUILDING VACANT,0170,817,FINDLAY ST,CIVIL2  ,CBHCODE ,  ,817 FINDLAY ST,VACANT  ,N,1393222,412897,013300070029      ,B201003652,15,WEST END,615,
KEEP THE BUILDING VACANT,0170,914,FINDLAY ST,CIVIL2  ,CBHCODE ,  ,914 FINDLAY ST,VACANT  ,N,1392619,413087,018400030147      ,B201301769,15,WEST END,616,
HISTORIC -DANGEROUS & UNSAFE,0170,916,FINDLAY ST,ORDERS  ,CBHCODE ,  ,916 FINDLAY ST,VACANT  ,N,1392602,413089,018400030160      ,B201902671,15,WEST END,617,
CONDEMNATION,1080,1472,FITZPATRICK ST,ORDERS  ,CBHCODE ,  ,1472 FITZPATRICK ST,VACANT  ,N,1387141,412393,014800130049      ,B201903853,48,LOWER PRICE HILL,618,
KEEP THE BUILDING VACANT,1140,4113,FLOWER AV,VSUSPEND,CBHCODE ,  ,4113 FLOWER AV,VACANT  ,N,1376082,409344,017900780194      ,B201903908,46,WEST PRICE HILL,619,
KEEP THE BUILDING VACANT,1140,4113,FLOWER AV,PREPROS ,CBHCODE ,  ,4113 FLOWER AV,VACANT  ,N,1376082,409344,017900780194      ,B201600272,46,WEST PRICE HILL,620,
KEEP THE BUILDING VACANT,0440,907,FORAKER AV,ORDERS  ,CBHCODEC,  ,907 FORAKER AV,VACANT  ,N,1404760,418797,006600030064      ,BC20180587,29,WALNUT HILLS,621,
CONDEMNATION,1050,1825,FORBUS ST,HAZARD  ,CBHCODE ,  ,1825 FORBUS ST,VACANT  ,N,1384012,416389,020500210072      ,B201806925,44,S FAIRMOUNT,622,
KEEP THE BUILDING VACANT,1050,1839,FORBUS ST,DUPLICAT,CBHCODE ,  ,1839 FORBUS ST,VACANT  ,N,1383850,416445,020500210078      ,B201602617,44,S FAIRMOUNT,623,
CONDEMNATION,1050,1853,FORBUS ST,VSUSPEND,CBHCODEC,  ,1853 FORBUS ST,VACANT  ,N,1383685,416508,020500200113      ,BC20190128,44,S FAIRMOUNT,624,
CONDEMNATION,0850,35,FOREST AV,CIVIL1  ,CBHCODE ,  ,35 FOREST AV,VACANT  ,N,1398573,424868,021600470166      ,B201807062,31,AVONDALE,625,
KEEP THE BUILDING VACANT,0850,225,FOREST AV,PREPROS ,CBHCODE ,  ,225 FOREST AV,VACANT  ,N,1400152,423788,021600440130      ,B201207027,31,AVONDALE,626,
CONDEMNATION,0850,244,FOREST AV,ORDERS  ,CBHCODE ,  ,244 FOREST AV,VACANT  ,N,1400402,423932,021600440108      ,B201904211,31,AVONDALE,627,
KEEP THE BUILDING VACANT,0850,250,FOREST AV,FINLNOTC,CBHCODE ,  ,250 FOREST AV,VACANT  ,N,1400481,423937,021600440124      ,B201802222,31,AVONDALE,628,
KEEP THE BUILDING VACANT,0850,250,FOREST AV,ORDERS  ,CBHCODE ,  ,250 FOREST AV,VACANT  ,N,1400481,423937,021600440124      ,B201907236,31,AVONDALE,629,
VACATE THE BUILDING,0850,250,FOREST AV,ORDERS  ,CBHCODE ,  ,250 FOREST AV,VACANT  ,N,1400481,423937,021600440124      ,B201907236,31,AVONDALE,629,
VACATE THE BUILDING,0850,250,FOREST AV,FINLNOTC,CBHCODE ,  ,250 FOREST AV,VACANT  ,N,1400481,423937,021600440124      ,B201802222,31,AVONDALE,628,
KEEP THE BUILDING VACANT,0850,302,FOREST AV,VSUSPEND,CBHCODE ,  ,302 FOREST AV,VACANT  ,N,1400624,423932,021600430030      ,B201602148,31,AVONDALE,630,
KEEP THE BUILDING VACANT,0850,344,FOREST AV,FINLNOTC,CBHCODE ,  ,344 FOREST AV,VACANT  ,N,1401130,423846,021600430008      ,B201705910,31,AVONDALE,631,
KEEP THE BUILDING VACANT,0850,400,FOREST AV,CIVIL2  ,CBHCODE ,  ,400 FOREST AV,VACANT  ,N,1401473,423923,011300020010      ,B201501374,31,AVONDALE,632,
CONDEMNATION,0830,617,FOREST AV,HAZARD  ,CBHCODE ,  ,617 FOREST AV,VACANT  ,N,1402942,423458,010700090003      ,B201602564,31,AVONDALE,633,
KEEP THE BUILDING VACANT,0830,618,FOREST AV,VSUSPEND,CBHCODE ,  ,618 FOREST AV,VACANT  ,N,1402991,423674,011200060115      ,B201507454,31,AVONDALE,634,
CONDEMNATION,0830,621,FOREST AV,VSUSPEND,CBHCODE ,  ,621 FOREST AV,VACANT  ,N,1403026,423454,010700090005      ,B201702727,31,AVONDALE,635,
CONDEMNATION,0830,630,FOREST AV,CIVIL2  ,CBHCODE ,  ,630 FOREST AV,VACANT  ,N,1403130,423626,011200060067      ,B201707556,31,AVONDALE,636,
KEEP THE BUILDING VACANT,1140,4114,FRANCIS AV,ORDERS  ,CBHCODE ,  ,4114 FRANCIS AV,VACANT  ,N,1375971,408873,017900780154      ,B201906842,46,WEST PRICE HILL,637,
CONDEMNATION,0830,704,FRED SHUTTLESWORTH CIR,CIVIL1  ,CBHCODE ,N ,704 N FRED SHUTTLESWORTH CIR,VACANT  ,N,1404287,426808,01120A010017      ,B201601173,32,AVONDALE,638,
KEEP THE BUILDING VACANT,0830,731,FRED SHUTTLESWORTH CIR,ORDERS  ,CBHCODE ,N ,731 N FRED SHUTTLESWORTH CIR,VACANT  ,N,1404600,426532,011200010012      ,B201706186,32,AVONDALE,639,
KEEP THE BUILDING VACANT,0830,784,FRED SHUTTLESWORTH CIR,FINLNOTC,CBHCODE ,N ,784 N FRED SHUTTLESWORTH CIR,VACANT  ,N,1405320,426577,011100050019      ,B201805973,32,AVONDALE,640,
CONDEMNATION,0830,800,FRED SHUTTLESWORTH CIR,CIVIL2  ,CBHCODE ,N ,800 N FRED SHUTTLESWORTH CIR,VACANT  ,N,1405410,426401,011100050018      ,B201800008,32,AVONDALE,641,
KEEP THE BUILDING VACANT,0940,1664,FREDERICK AV,CIVIL1  ,CBHCODEC,  ,1664 FREDERICK AV,VACANT  ,N,1388294,433368,019900420043      ,BC20180063,2,NORTHSIDE,642,
KEEP THE BUILDING VACANT,0160,1701,FREEMAN AV,VSUSPEND,CBHCODEC,  ,1701 FREEMAN AV,VACANT  ,N,1392050,412738,018400040080      ,BC20180078,15,WEST END,643,
CONDEMNATION,0160,1717,FREEMAN AV,VSUSPEND,CBHCODE ,  ,1717 FREEMAN AV,VACANT  ,N,1392065,412898,018400040074      ,B201702918,15,WEST END,644,
KEEP THE BUILDING VACANT,0160,1809,FREEMAN AV,VSUSPEND,CBHCODEC,  ,1809 FREEMAN AV,VACANT  ,N,1392094,413134,,BC20180749,,WEST END,645,
KEEP THE BUILDING VACANT,0160,1809,FREEMAN AV,VSUSPEND,CBHCODEC,  ,1809 FREEMAN AV,VACANT  ,N,1392094,413134,,BC20180749,,WEST END,645,
KEEP THE BUILDING VACANT,0170,1812,FREEMAN AV,FINLNOTC,CBHCODE ,  ,1812 FREEMAN AV,VACANT  ,N,1392265,413199,018400030101      ,B201806853,15,WEST END,646,
HISTORIC -DANGEROUS & UNSAFE,0160,1815,FREEMAN AV,ORDERS  ,CBHCODEC,  ,1815 FREEMAN AV,VACANT  ,N,1392094,413134,018400040319      ,BC20180488,15,WEST END,647,
HISTORIC -DANGEROUS & UNSAFE,0170,1906,FREEMAN AV,CRIMINAL,CBHCODE ,  ,1906 FREEMAN AV,VACANT  ,N,1392292,413549,018400030089      ,B201202317,15,WEST END,648,
KEEP THE BUILDING VACANT,0170,1910,FREEMAN AV,ORDERS  ,CBHCODE ,  ,1910 FREEMAN AV,VACANT  ,N,1392308,413594,018400030087      ,B201405898,15,WEST END,649,
HISTORIC -DANGEROUS & UNSAFE,0170,1916,FREEMAN AV,ORDERS  ,CBHCODE ,  ,1916 FREEMAN AV,VACANT  ,N,1392320,413691,018400030047      ,B201509835,15,WEST END,650,
KEEP THE BUILDING VACANT,0160,1931,FREEMAN AV,CIVIL1  ,CBHCODE ,  ,1931 FREEMAN AV,VACANT  ,N,1392170,413727,018400050152      ,B201601196,15,WEST END,651,
HISTORIC -DANGEROUS & UNSAFE,0160,2015,FREEMAN AV,PREPROS ,CBHCODEC,  ,2015 FREEMAN AV,VACANT  ,N,1392137,414168,018400050052      ,BC20170041,15,WEST END,652,
KEEP THE BUILDING VACANT,0170,2018,FREEMAN AV,CIVIL1  ,CBHCODE ,  ,2018 FREEMAN AV,VACANT  ,N,1392343,414085,018400030004      ,B201005780,15,WEST END,653,
HISTORIC -DANGEROUS & UNSAFE,0170,2022,FREEMAN AV,VSUSPEND,CBHCODE ,  ,2022 FREEMAN AV,VACANT  ,N,1392364,414130,018400030002      ,B201501905,15,WEST END,654,
HISTORIC -DANGEROUS & UNSAFE,0170,2024,FREEMAN AV,VSUSPEND,CBHCODE ,  ,2024 FREEMAN AV,VACANT  ,N,1392366,414155,018400030001      ,B201406338,15,WEST END,655,
KEEP THE BUILDING VACANT,0190,1706,FRINTZ ST,VSUSPEND,CBHCODE ,  ,1706 FRINTZ ST,VACANT  ,N,1396630,412930,009400050285      ,B201904236,28,OVER-THE-RHINE,656,
CONDEMNATION,0440,3244,GAFF AV,DUPLICAT,CBHCODE ,  ,3244 GAFF AV,VACANT  ,N,1406204,420905,006000020028      ,B201603017,29,WALNUT HILLS,657,
KEEP THE BUILDING VACANT,0260,119,GAGE ST,CIVIL1  ,CBHCODE ,  ,119 GAGE ST,VACANT  ,N,1397422,414320,009300030076      ,B201502095,24,MT AUBURN,658,
KEEP THE BUILDING VACANT,0740,78,GALBRAITH RD,CIVIL2  ,CBHCODE ,E ,78 E GALBRAITH RD,VACANT  ,N,1410230,447727,024500060012      ,B201506344,21,HARTWELL,659,
KEEP THE BUILDING VACANT,0160,1112,GARDEN ST,CIVIL1  ,CBHCODE ,  ,1112 GARDEN ST,VACANT  ,N,1391615,414106,018400050033      ,B201702782,15,WEST END,660,
HISTORIC -DANGEROUS & UNSAFE,0160,1120,GARDEN ST,PREPROS ,CBHCODE ,  ,1120 GARDEN ST,VACANT  ,N,1391536,414113,018400050037      ,B201807230,15,WEST END,661,
KEEP THE BUILDING VACANT,0090,2,GARFIELD PL,CIVIL2  ,CBHCODEC,  ,2 GARFIELD PL,VACANT  ,N,1397010,408775,007700030013      ,BC20190039,25,CBD-RIVERFRONT,662,
KEEP THE BUILDING VACANT,1150,1743,GELLENBECK ST,VSUSPEND,CBHCODE ,  ,1743 GELLENBECK ST,VACANT  ,N,1378228,415276,018100020137      ,B201904882,46,WEST PRICE HILL,663,
CONDEMNATION,0210,2420,GILBERT AV,CIVIL2  ,CBHCODEC,  ,2420 GILBERT AV,VACANT  ,N,1403910,415959,006700010064      ,BC20180574,29,WALNUT HILLS,664,
CONDEMNATION,0210,2430,GILBERT AV,ORDERS  ,CBHCODEC,  ,2430 GILBERT AV,VACANT  ,N,1403910,416037,006700010067      ,BC20190059,29,WALNUT HILLS,665,
KEEP THE BUILDING VACANT,0230,2449,GILBERT AV,VSUSPEND,CBHCODEC,  ,2449 GILBERT AV,VACANT  ,N,1403770,416185,006800030227      ,BC20180572,29,WALNUT HILLS,666,
KEEP THE BUILDING VACANT,0450,2924,GILBERT AV,ORDERS  ,CBHCODEC,  ,2924 GILBERT AV,VACANT  ,N,1404695,418508,006600030104      ,BC20180580,29,WALNUT HILLS,667,
KEEP THE BUILDING VACANT,0440,3004,GILBERT AV,VSUSPEND,CBHCODE ,  ,3004 GILBERT AV,VACANT  ,N,1405290,419469,006000060023      ,B201706312,29,WALNUT HILLS,668,
KEEP THE BUILDING VACANT,0440,3020,GILBERT AV,FINLNOTC,CBHCODE ,  ,3020 GILBERT AV,VACANT  ,N,1405380,419550,006000060025      ,B201502353,29,WALNUT HILLS,669,
KEEP THE BUILDING VACANT,0480,3226,GILBERT AV,ORDERS  ,CBHCODE ,  ,3226 GILBERT AV,VACANT  ,N,1407577,420019,005500010061      ,B201808022,11,EVANSTON,670,
KEEP THE BUILDING VACANT ,0480,3248,GILBERT AV,ORDERS  ,CBHCODEC,  ,3248 GILBERT AV,VACANT  ,N,1407980,420274,005500010102      ,BC20150544,11,EVANSTON,671,
CONDEMNATION,0240,225,GILMAN AV,ORDERS  ,CBHCODE ,  ,225 GILMAN AV,VACANT  ,N,1399060,414853,008800070078      ,B201600983,24,MT AUBURN,672,
CONDEMNATION,0240,227,GILMAN AV,PREPROS ,CBHCODE ,  ,227 GILMAN AV,VACANT  ,N,1399080,414882,008800070079      ,B201508048,24,MT AUBURN,673,
CONDEMNATION,0240,267,GILMAN AV,HAZARD  ,CBHCODE ,  ,267 GILMAN AV,VACANT  ,N,1399540,414823,008800070085      ,B201704358,24,MT AUBURN,674,
KEEP THE BUILDING VACANT,1140,1216,GILSEY AV,ORDERS  ,CBHCODE ,  ,1216 GILSEY AV,VACANT  ,N,1378122,412883,017900740192      ,B201903425,46,WEST PRICE HILL,675,
KEEP THE BUILDING VACANT,1140,1227,GILSEY AV,ORDERS  ,CBHCODE ,  ,1227 GILSEY AV,VACANT  ,N,1377998,413023,017900740140      ,B201705766,46,WEST PRICE HILL,676,
CONDEMNATION,1140,1230,GILSEY AV,CIVIL2  ,CBHCODE ,  ,1230 GILSEY AV,VACANT  ,N,1378149,413056,017900740185      ,B201303402,46,WEST PRICE HILL,677,
KEEP THE BUILDING VACANT,1310,7864,GLEN ORCHARD DR,ORDERS  ,CBHCODE ,  ,7864 GLEN ORCHARD DR,VACANT  ,N,1413597,445640,011700150303      ,B201907714,22,ROSELAWN,678,
KEEP THE BUILDING VACANT,0910,1542,GLEN PARKER AV,PREPROS ,CBHCODE ,  ,1542 GLEN PARKER AV,VACANT  ,N,1390663,432954,019900400046      ,B201807757,2,NORTHSIDE,679,
CONDEMNATION,0910,1610,GLEN PARKER AV,CIVIL1  ,CBHCODE ,  ,1610 GLEN PARKER AV,VACANT  ,N,1389829,433028,019900410045      ,B201902522,2,NORTHSIDE,680,
KEEP THE BUILDING VACANT,0910,1617,GLEN PARKER AV,ORDERS  ,CBHCODE ,  ,1617 GLEN PARKER AV,VACANT  ,N,1389751,432824,019900410055      ,B201906287,2,NORTHSIDE,681,
CONDEMNATION,0940,1679,GLEN PARKER AV,PETITION,CBHCODE ,  ,1679 GLEN PARKER AV,VACANT  ,N,1388977,432622,019700360101      ,B201602463,2,NORTHSIDE,682,
KEEP THE BUILDING VACANT,0380,2724,GLENDORA AV,CIVIL2  ,CBHCODE ,  ,2724 GLENDORA AV,VACANT  ,N,1398346,418408,010200020228      ,B201706258,30,CORRYVILLE,683,
CONDEMNATION,0850,102,GLENRIDGE PL,ORDERS  ,CBHCODE ,  ,102 GLENRIDGE PL,VACANT  ,N,1400700,426859,021600390240      ,B201907769,31,AVONDALE,684,
KEEP THE BUILDING VACANT,0670,5210,GLENSHADE AV,ORDERS  ,CBHCODE ,  ,5210 GLENSHADE AV,VACANT  ,N,1433456,429116,003500040152      ,B201903349,50,MADISONVILLE,685,
CONDEMNATION,1080,2378,GLENWAY AV,FINLNOTC,CBHCODE ,  ,2378 GLENWAY AV,VACANT  ,N,1385780,410004,014900130061      ,B201805311,48,LOWER PRICE HILL,686,
CONDEMNATION,1100,2508,GLENWAY AV,CRIMPREP,CBHCODE ,  ,2508 GLENWAY AV,VACANT  ,N,1385656,410473,014900150009      ,B201507543,9,EAST PRICE HILL,687,
CONDEMNATION,1100,2731,GLENWAY AV,FINLNOTC,CBHCODE ,  ,2731 GLENWAY AV,VACANT  ,N,1385047,411586,017300060021      ,B201904277,9,EAST PRICE HILL,688,
CONDEMNATION,1100,2801,GLENWAY AV,ORDERS  ,CBHCODE ,  ,2801 GLENWAY AV,VACANT  ,N,1384979,411678,017300060016      ,B201900337,9,EAST PRICE HILL,689,
KEEP THE BUILDING VACANT,1100,2823,GLENWAY AV,FINLNOTC,CBHCODE ,  ,2823 GLENWAY AV,VACANT  ,N,1384750,411818,017300060074      ,B201903841,9,EAST PRICE HILL,690,
KEEP THE BUILDING VACANT,1100,2948,GLENWAY AV,CIVIL2  ,CBHCODE ,  ,2948 GLENWAY AV,VACANT  ,N,1383998,412167,017200190027      ,B201700810,9,EAST PRICE HILL,691,
KEEP THE BUILDING VACANT,1100,3218,GLENWAY AV,ORDERS  ,CBHCODE ,  ,3218 GLENWAY AV,VACANT  ,N,1383023,412287,017300010050      ,B201900275,9,EAST PRICE HILL,692,
CONDEMNATION,1090,3326,GLENWAY AV,ORDERS  ,CBHCODE ,  ,3326 GLENWAY AV,VACANT  ,N,1382566,412326,017300020074      ,B201907699,9,EAST PRICE HILL,693,
KEEP THE BUILDING VACANT,1110,3337,GLENWAY AV,ORDERS  ,CBHCODE ,  ,3337 GLENWAY AV,VACANT  ,N,1382407,412180,017400090008      ,B201906836,9,EAST PRICE HILL,694,
KEEP THE BUILDING VACANT,1110,3609,GLENWAY AV,CIVIL2  ,CBHCODE ,  ,3609 GLENWAY AV,VACANT  ,N,1381024,412328,017400080025      ,B201803022,9,EAST PRICE HILL,695,
KEEP THE BUILDING VACANT,1110,3611,GLENWAY AV,CIVIL2  ,CBHCODE ,  ,3611 GLENWAY AV,VACANT  ,N,1380988,412338,017400080026      ,B201807105,9,EAST PRICE HILL,696,
KEEP THE BUILDING VACANT,1110,3623,GLENWAY AV,FINLNOTC,CBHCODE ,  ,3623 GLENWAY AV,VACANT  ,N,1380860,412358,017400080252      ,B201802392,9,EAST PRICE HILL,697,
KEEP THE BUILDING VACANT,1110,3627,GLENWAY AV,CIVIL2  ,CBHCODE ,  ,3627 GLENWAY AV,VACANT  ,N,1380749,412356,017400040086      ,B201501886,9,EAST PRICE HILL,698,
CONDEMNATION,1110,3637,GLENWAY AV,HAZARD  ,CBHCODE ,  ,3637 GLENWAY AV,VACANT  ,N,1380597,412385,017400040029      ,B201303221,9,EAST PRICE HILL,699,
KEEP THE BUILDING VACANT,1110,3650,GLENWAY AV,ORDERS  ,CBHCODE ,  ,3650 GLENWAY AV,VACANT  ,N,1380422,412529,017400040046      ,B201803434,9,EAST PRICE HILL,700,
KEEP THE BUILDING VACANT,1110,3719,GLENWAY AV,ORDERS  ,CBHCODE ,  ,3719 GLENWAY AV,VACANT  ,N,1380030,412457,017400070029      ,B201702617,9,EAST PRICE HILL,701,
KEEP THE BUILDING VACANT,1140,4014,GLENWAY AV,ORDERS  ,CBHCODEC,  ,4014 GLENWAY AV,VACANT  ,N,1378415,412689,017900740305      ,BC20180441,46,WEST PRICE HILL,702,
KEEP THE BUILDING VACANT,1140,4205,GLENWAY AV,FINLNOTC,CBHCODE ,  ,4205 GLENWAY AV,VACANT  ,N,1377463,412619,017900750078      ,B201806642,46,WEST PRICE HILL,703,
KEEP THE BUILDING VACANT,1170,4519,GLENWAY AV,FINLNOTC,CBHCODE ,  ,4519 GLENWAY AV,VACANT  ,N,1375596,412233,017900770051      ,B201804883,46,WEST PRICE HILL,704,
CONDEMNATION,1170,4544,GLENWAY AV,FINLNOTC,CBHCODE ,  ,4544 GLENWAY AV,VACANT  ,N,1375297,412516,017900770070      ,B201807617,46,WEST PRICE HILL,705,
KEEP THE BUILDING VACANT,1160,4723,GLENWAY AV,PREPROS ,CBHCODE ,  ,4723 GLENWAY AV,VACANT  ,N,1374161,413377,018000800085      ,B201602820,46,WEST PRICE HILL,706,
CONDEMNATION,0850,71,GLENWOOD AV,FINLNOTC,CBHCODE ,  ,71 GLENWOOD AV,VACANT  ,N,1400565,427006,021600390241      ,B201802569,31,AVONDALE,707,
KEEP THE BUILDING VACANT,0850,129,GLENWOOD AV,FINLNOTC,CBHCODE ,  ,129 GLENWOOD AV,VACANT  ,N,1400855,426629,021600390234      ,B201805471,31,AVONDALE,708,
KEEP THE BUILDING VACANT,0830,515,GLENWOOD AV,CIVIL1  ,CBHCODE ,  ,515 GLENWOOD AV,VACANT  ,N,1402167,424972,011300030032      ,B201903699,31,AVONDALE,709,
KEEP THE BUILDING VACANT,0830,533,GLENWOOD AV,DUPLICAT,CBHCODE ,  ,533 GLENWOOD AV,VACANT  ,N,1402169,424660,011300020058      ,B201702747,31,AVONDALE,710,
CONDEMNATION,0830,666,GLENWOOD AV,ORDERS  ,CBHCODEC,  ,666 GLENWOOD AV,VACANT  ,N,1403678,424450,011200050030      ,BC20190184,32,AVONDALE,711,
KEEP THE BUILDING VACANT,0810,819,GLENWOOD AV,CIVIL2  ,CBHCODE ,  ,819 GLENWOOD AV,VACANT  ,N,1404719,424069,010800010009      ,B201705205,31,AVONDALE,712,
KEEP THE BUILDING VACANT,0810,851,GLENWOOD AV,FINLNOTC,CBHCODE ,  ,851 GLENWOOD AV,VACANT  ,N,1405160,424008,010800010108      ,B201705705,31,AVONDALE,713,
KEEP THE BUILDING VACANT,0700,3136,GLOSS AV,ORDERS  ,CBHCODE ,  ,3136 GLOSS AV,VACANT  ,N,1421844,434657,012300010006      ,B201907491,14,PLEASANT RIDGE,714,
KEEP THE BUILDING VACANT,0260,226,GOETHE ST,CIVIL1  ,CBHCODE ,  ,226 GOETHE ST,VACANT  ,N,1397917,412883,009400060259      ,B201407010,24,MT AUBURN,715,
KEEP THE BUILDING VACANT,0930,4113,GORDON ST,CRIMINAL,CBHCODE ,  ,4113 GORDON ST,VACANT  ,N,1388026,430059,019500280293      ,B201306563,2,NORTHSIDE,716,
KEEP THE BUILDING VACANT,1250,6229,GRACELY DR,FINLNOTC,CBHCODE ,  ,6229 GRACELY DR,VACANT  ,N,1348320,410026,016400020021      ,B201807475,10,SAYLER  PARK,717,
CONDEMNATION,1260,7467,GRACELY DR,CIVIL2  ,CBHCODE ,  ,7467 GRACELY DR,VACANT  ,N,1342933,419035,016700020101      ,B201802951,10,SAYLER  PARK,718,
KEEP THE BUILDING VACANT,1090,2246,GRAEBE AV,FINLNOTC,CBHCODE ,  ,2246 GRAEBE AV,VACANT  ,N,1383329,415527,020500200031      ,B201806911,44,EAST PRICE HILL,719,
KEEP THE BUILDING VACANT,1100,1079,GRAND AV,FINLNOTC,CBHCODE ,  ,1079 GRAND AV,VACANT  ,N,1383834,411913,017300050159      ,B201803361,9,EAST PRICE HILL,720,
KEEP THE BUILDING VACANT,1100,1135,GRAND AV,CIVIL1  ,CBHCODE ,  ,1135 GRAND AV,VACANT  ,N,1383917,412574,017300010167      ,B201201785,9,EAST PRICE HILL,721,
KEEP THE BUILDING VACANT,1090,2188,GRAND AV,CIVIL2  ,CBHCODE ,  ,2188 GRAND AV,VACANT  ,N,1386026,415621,017100100091      ,B201704754,44,EAST PRICE HILL,722,
KEEP THE BUILDING VACANT,1050,2232,GRAND AV,ORDERS  ,CBHCODE ,  ,2232 GRAND AV,VACANT  ,N,1386104,416223,017000090127      ,B201906543,44,S FAIRMOUNT,723,
KEEP THE BUILDING VACANT,0110,213,GRANT ST,CRIMINAL,CBHCODE ,  ,213 GRANT ST,VACANT  ,N,1395694,410036,008100030073      ,B201706167,28,OVER-THE-RHINE,724,
KEEP THE BUILDING VACANT,0960,4768,GRAY RD,DUPLICAT,CBHCODE ,  ,4768 GRAY RD,VACANT  ,N,1395318,435270,021900500009      ,B201609091,41,COLLEGE HILL,725,
